OrderID,Date,Time,Dish,Category,Quantity,Price,Total,PaymentType,City,Rating
1919,2021-01-06,11:57:00,Icecream,Dessert,3,70,210,Card,Bhubaneswar,1
1920,2022-03-29,12:11:00,Pizza,Fast Food,2,120,240,Online,Bhubaneswar,5
1921,2023-05-09,20:43:00,Burger,Fast Food,4,350,1400,Online,Berhampur,2
1922,2021-09-10,20:54:00,Burger,Fast Food,5,350,1750,Cash,Bhubaneswar,5
1923,2024-01-12,13:30:00,Sandwich,Fast Food,4,150,600,Online,Bhubaneswar,2
1924,2022-05-30,15:51:00,Burger,Fast Food,4,350,1400,Cash,Cuttack,1
1925,2021-03-28,21:01:00,Coke,Beverage,2,50,100,Cash,Cuttack,5
1926,2022-02-20,17:02:00,Fries,Fast Food,3,80,240,Online,Berhampur,3
1927,2024-06-03,14:02:00,Pizza,Fast Food,3,120,360,Cash,Cuttack,3
1928,2021-05-28,21:15:00,Icecream,Dessert,4,70,280,Online,Berhampur,4
1929,2020-06-21,19:25:00,Pasta,Italian,5,250,1250,Online,Cuttack,4
1930,2023-12-02,21:27:00,Burger,Fast Food,5,350,1750,Card,Cuttack,3
1931,2021-11-25,14:39:00,Burger,Fast Food,2,350,700,Cash,Cuttack,5
1932,2022-04-14,12:59:00,Pizza,Fast Food,3,120,360,Cash,Cuttack,1
1933,2022-07-22,11:04:00,Sandwich,Fast Food,1,150,150,Card,Bhubaneswar,5
1934,2023-07-01,12:18:00,Pasta,Italian,2,250,500,Online,Berhampur,1
1935,2022-05-18,20:32:00,Pizza,Fast Food,5,120,600,Card,Bhubaneswar,1
1936,2021-09-16,21:52:00,Pasta,Italian,1,250,250,Card,Berhampur,4
1937,2021-06-26,10:27:00,Pizza,Fast Food,2,120,240,Card,Bhubaneswar,1
1938,2024-01-29,20:55:00,Fries,Fast Food,2,80,160,Cash,Cuttack,2
1939,2020-09-06,13:35:00,Sandwich,Fast Food,1,150,150,Card,Cuttack,3
1940,2020-07-25,12:55:00,Burger,Fast Food,3,350,1050,Card,Berhampur,2
1941,2021-06-09,17:41:00,Icecream,Dessert,3,70,210,Online,Berhampur,3
1942,2022-08-09,16:31:00,Salad,Healthy,4,100,400,Cash,Cuttack,4
1943,2024-03-17,22:29:00,Fries,Fast Food,5,80,400,Cash,Berhampur,2
1944,2023-07-11,17:03:00,Pizza,Fast Food,4,120,480,Cash,Bhubaneswar,4
1945,2022-09-09,10:09:00,Fries,Fast Food,2,80,160,Card,Berhampur,4
1946,2024-10-14,16:16:00,Icecream,Dessert,4,70,280,Card,Berhampur,1
1947,2022-09-11,15:18:00,Icecream,Dessert,1,70,70,Card,Berhampur,4
1948,2024-12-05,20:07:00,Burger,Fast Food,5,350,1750,Cash,Cuttack,3
1949,2021-08-09,14:05:00,Pizza,Fast Food,5,120,600,Card,Bhubaneswar,1
1950,2023-05-04,19:42:00,Sandwich,Fast Food,2,150,300,Card,Cuttack,1
1951,2021-10-05,12:25:00,Pizza,Fast Food,3,120,360,Card,Berhampur,4
1952,2021-12-12,11:37:00,Icecream,Dessert,5,70,350,Card,Berhampur,1
1953,2023-10-06,14:37:00,Pasta,Italian,4,250,1000,Online,Bhubaneswar,2
1954,2021-03-12,12:34:00,Sandwich,Fast Food,2,150,300,Card,Bhubaneswar,4
1955,2022-01-07,19:17:00,Coke,Beverage,2,50,100,Online,Cuttack,2
1956,2020-03-30,12:43:00,Icecream,Dessert,1,70,70,Online,Cuttack,5
1957,2020-06-14,18:27:00,Fries,Fast Food,1,80,80,Card,Bhubaneswar,4
1958,2020-08-08,14:23:00,Icecream,Dessert,3,70,210,Card,Bhubaneswar,4
1959,2021-06-05,17:41:00,Fries,Fast Food,4,80,320,Cash,Berhampur,4
1960,2023-08-21,17:02:00,Salad,Healthy,2,100,200,Card,Berhampur,2
1961,2022-04-24,14:52:00,Pizza,Fast Food,4,120,480,Cash,Cuttack,3
1962,2023-07-19,21:12:00,Icecream,Dessert,4,70,280,Cash,Berhampur,3
1963,2024-10-29,18:39:00,Sandwich,Fast Food,1,150,150,Online,Berhampur,1
1964,2020-03-05,19:41:00,Salad,Healthy,5,100,500,Cash,Cuttack,3
1965,2024-05-30,21:35:00,Fries,Fast Food,2,80,160,Online,Berhampur,4
1966,2020-10-07,17:22:00,Coke,Beverage,4,50,200,Cash,Bhubaneswar,4
1967,2020-06-09,12:15:00,Burger,Fast Food,4,350,1400,Card,Cuttack,2
1968,2021-10-23,20:35:00,Coke,Beverage,1,50,50,Online,Berhampur,4
1969,2022-07-07,15:41:00,Coke,Beverage,2,50,100,Cash,Berhampur,5
1970,2020-01-15,22:05:00,Burger,Fast Food,1,350,350,Online,Bhubaneswar,4
1971,2021-06-25,15:48:00,Salad,Healthy,4,100,400,Online,Bhubaneswar,3
1972,2020-01-21,14:07:00,Icecream,Dessert,3,70,210,Online,Cuttack,3
1973,2022-02-19,22:06:00,Icecream,Dessert,1,70,70,Card,Cuttack,1
1974,2023-07-08,17:08:00,Icecream,Dessert,3,70,210,Cash,Bhubaneswar,1
1975,2020-05-31,21:52:00,Pasta,Italian,1,250,250,Cash,Cuttack,4
1976,2023-12-10,20:15:00,Fries,Fast Food,1,80,80,Online,Cuttack,1
1977,2022-01-05,16:15:00,Coke,Beverage,5,50,250,Cash,Bhubaneswar,1
1978,2020-07-15,14:12:00,Sandwich,Fast Food,2,150,300,Online,Cuttack,4
1979,2023-07-06,10:12:00,Sandwich,Fast Food,3,150,450,Card,Berhampur,1
1980,2020-05-16,22:26:00,Fries,Fast Food,5,80,400,Card,Cuttack,5
1981,2023-09-18,12:44:00,Salad,Healthy,3,100,300,Card,Bhubaneswar,3
1982,2021-09-11,19:47:00,Coke,Beverage,3,50,150,Cash,Berhampur,4
1983,2021-03-08,19:39:00,Sandwich,Fast Food,2,150,300,Online,Cuttack,2
1984,2023-01-21,12:39:00,Burger,Fast Food,5,350,1750,Card,Bhubaneswar,5
1985,2023-10-05,13:12:00,Salad,Healthy,4,100,400,Cash,Bhubaneswar,1
1986,2022-09-17,10:57:00,Sandwich,Fast Food,1,150,150,Cash,Bhubaneswar,5
1987,2022-02-01,16:09:00,Burger,Fast Food,5,350,1750,Card,Bhubaneswar,4
1988,2022-05-04,18:51:00,Pasta,Italian,2,250,500,Cash,Berhampur,4
1989,2023-01-19,19:18:00,Pasta,Italian,5,250,1250,Online,Bhubaneswar,2
1990,2023-03-31,19:55:00,Icecream,Dessert,3,70,210,Online,Berhampur,3
1991,2022-07-23,11:07:00,Coke,Beverage,5,50,250,Card,Cuttack,1
1992,2023-01-13,13:12:00,Salad,Healthy,1,100,100,Card,Cuttack,1
1993,2020-08-07,13:38:00,Icecream,Dessert,3,70,210,Online,Bhubaneswar,5
1994,2024-10-03,17:21:00,Burger,Fast Food,3,350,1050,Online,Berhampur,1
1995,2024-05-27,13:08:00,Pizza,Fast Food,3,120,360,Online,Berhampur,4
1996,2023-04-29,11:44:00,Salad,Healthy,3,100,300,Online,Bhubaneswar,3
1997,2024-03-01,21:04:00,Coke,Beverage,4,50,200,Cash,Berhampur,3
1998,2022-07-10,12:41:00,Coke,Beverage,4,50,200,Cash,Cuttack,4
1999,2022-08-29,11:14:00,Pasta,Italian,2,250,500,Online,Bhubaneswar,2
2000,2024-01-15,22:10:00,Sandwich,Fast Food,5,150,750,Card,Bhubaneswar,3
2001,2020-05-03,21:25:00,Burger,Fast Food,5,350,1750,Online,Berhampur,5
2002,2022-08-10,20:06:00,Fries,Fast Food,5,80,400,Online,Berhampur,5
2003,2023-01-13,11:20:00,Pizza,Fast Food,4,120,480,Card,Cuttack,3
2004,2023-12-11,13:42:00,Icecream,Dessert,5,70,350,Card,Berhampur,1
2005,2023-02-05,12:15:00,Coke,Beverage,4,50,200,Card,Cuttack,2
2006,2023-10-09,12:09:00,Fries,Fast Food,1,80,80,Card,Bhubaneswar,5
2007,2024-06-18,12:48:00,Icecream,Dessert,3,70,210,Online,Bhubaneswar,5
2008,2024-01-20,20:09:00,Pasta,Italian,1,250,250,Cash,Bhubaneswar,2
2009,2020-04-17,22:37:00,Coke,Beverage,4,50,200,Online,Berhampur,5
2010,2021-02-06,15:00:00,Sandwich,Fast Food,3,150,450,Cash,Bhubaneswar,4
2011,2022-05-05,10:06:00,Pizza,Fast Food,3,120,360,Card,Berhampur,5
2012,2021-05-23,22:51:00,Icecream,Dessert,3,70,210,Card,Cuttack,5
2013,2021-04-03,20:41:00,Fries,Fast Food,1,80,80,Cash,Berhampur,4
2014,2023-10-18,21:46:00,Salad,Healthy,3,100,300,Cash,Bhubaneswar,4
2015,2021-03-18,17:41:00,Fries,Fast Food,5,80,400,Online,Berhampur,3
2016,2021-02-15,17:11:00,Sandwich,Fast Food,4,150,600,Cash,Cuttack,1
2017,2022-08-10,19:08:00,Pizza,Fast Food,1,120,120,Online,Bhubaneswar,1
2018,2020-02-08,14:35:00,Icecream,Dessert,2,70,140,Cash,Cuttack,3
2019,2021-01-30,19:25:00,Burger,Fast Food,2,350,700,Cash,Cuttack,5
2020,2023-09-02,10:12:00,Burger,Fast Food,4,350,1400,Cash,Cuttack,3
2021,2024-08-14,18:36:00,Sandwich,Fast Food,4,150,600,Card,Cuttack,2
2022,2021-03-13,12:03:00,Fries,Fast Food,3,80,240,Cash,Cuttack,3
2023,2020-02-21,17:02:00,Fries,Fast Food,4,80,320,Cash,Bhubaneswar,5
2024,2020-01-17,21:17:00,Sandwich,Fast Food,1,150,150,Card,Berhampur,3
2025,2022-03-12,14:58:00,Salad,Healthy,2,100,200,Cash,Bhubaneswar,2
2026,2024-01-01,20:42:00,Coke,Beverage,3,50,150,Online,Bhubaneswar,5
2027,2023-04-01,22:38:00,Fries,Fast Food,3,80,240,Online,Bhubaneswar,5
2028,2023-05-24,10:25:00,Sandwich,Fast Food,1,150,150,Online,Berhampur,5
2029,2021-10-26,19:55:00,Pizza,Fast Food,5,120,600,Online,Bhubaneswar,4
2030,2022-10-12,18:23:00,Icecream,Dessert,1,70,70,Cash,Cuttack,4
2031,2021-03-14,20:59:00,Coke,Beverage,3,50,150,Online,Bhubaneswar,5
2032,2020-07-28,11:13:00,Pasta,Italian,4,250,1000,Card,Berhampur,2
2033,2021-08-27,13:08:00,Sandwich,Fast Food,4,150,600,Cash,Berhampur,5
2034,2022-12-30,19:23:00,Pizza,Fast Food,5,120,600,Cash,Bhubaneswar,1
2035,2023-12-23,12:39:00,Burger,Fast Food,1,350,350,Cash,Berhampur,3
2036,2023-09-07,14:08:00,Burger,Fast Food,4,350,1400,Cash,Berhampur,1
2037,2021-03-06,10:30:00,Coke,Beverage,1,50,50,Online,Cuttack,5
2038,2022-12-28,22:48:00,Pasta,Italian,3,250,750,Card,Bhubaneswar,4
2039,2024-11-03,22:15:00,Pizza,Fast Food,3,120,360,Cash,Cuttack,2
2040,2020-02-11,15:22:00,Burger,Fast Food,3,350,1050,Card,Cuttack,3
2041,2021-05-10,10:34:00,Coke,Beverage,1,50,50,Online,Bhubaneswar,1
2042,2020-04-08,10:18:00,Pizza,Fast Food,4,120,480,Online,Berhampur,4
2043,2023-11-11,11:41:00,Salad,Healthy,2,100,200,Online,Bhubaneswar,4
2044,2021-10-08,13:28:00,Sandwich,Fast Food,4,150,600,Card,Bhubaneswar,4
2045,2022-10-26,15:14:00,Coke,Beverage,3,50,150,Cash,Cuttack,1
2046,2022-10-02,19:40:00,Coke,Beverage,4,50,200,Card,Berhampur,4
2047,2023-11-19,10:34:00,Pasta,Italian,1,250,250,Card,Bhubaneswar,3
2048,2020-11-09,12:06:00,Sandwich,Fast Food,4,150,600,Card,Berhampur,2
2049,2021-05-14,14:30:00,Icecream,Dessert,4,70,280,Online,Bhubaneswar,5
2050,2023-08-22,18:15:00,Pasta,Italian,1,250,250,Card,Cuttack,5
2051,2021-05-13,13:36:00,Sandwich,Fast Food,4,150,600,Card,Cuttack,2
2052,2021-08-13,13:35:00,Fries,Fast Food,2,80,160,Card,Bhubaneswar,5
2053,2023-10-05,22:06:00,Coke,Beverage,4,50,200,Online,Berhampur,5
2054,2024-06-30,19:23:00,Burger,Fast Food,1,350,350,Card,Berhampur,4
2055,2024-05-16,15:08:00,Pasta,Italian,4,250,1000,Online,Bhubaneswar,4
2056,2021-10-25,12:50:00,Salad,Healthy,5,100,500,Cash,Bhubaneswar,4
2057,2024-01-09,16:54:00,Fries,Fast Food,3,80,240,Online,Cuttack,2
2058,2024-02-14,16:02:00,Sandwich,Fast Food,4,150,600,Cash,Berhampur,2
2059,2024-05-08,10:26:00,Burger,Fast Food,3,350,1050,Card,Cuttack,3
2060,2021-04-16,16:33:00,Pizza,Fast Food,5,120,600,Online,Cuttack,1
2061,2022-09-22,13:40:00,Salad,Healthy,2,100,200,Cash,Berhampur,3
2062,2022-03-26,10:13:00,Sandwich,Fast Food,5,150,750,Card,Cuttack,3
2063,2021-02-21,13:17:00,Icecream,Dessert,5,70,350,Online,Bhubaneswar,4
2064,2023-12-16,20:37:00,Icecream,Dessert,3,70,210,Online,Bhubaneswar,2
2065,2024-01-11,18:43:00,Salad,Healthy,2,100,200,Card,Bhubaneswar,1
2066,2024-02-29,21:52:00,Salad,Healthy,5,100,500,Cash,Bhubaneswar,3
2067,2022-04-27,16:17:00,Coke,Beverage,1,50,50,Cash,Bhubaneswar,2
2068,2020-05-17,12:37:00,Burger,Fast Food,2,350,700,Card,Berhampur,5
2069,2023-11-09,15:12:00,Pasta,Italian,3,250,750,Cash,Cuttack,1
2070,2021-11-13,12:34:00,Salad,Healthy,1,100,100,Card,Bhubaneswar,4
2071,2024-09-30,11:54:00,Salad,Healthy,3,100,300,Cash,Cuttack,3
2072,2020-03-29,16:22:00,Fries,Fast Food,1,80,80,Online,Berhampur,5
2073,2020-03-31,13:44:00,Pasta,Italian,5,250,1250,Online,Berhampur,4
2074,2023-02-13,21:26:00,Coke,Beverage,2,50,100,Cash,Cuttack,5
2075,2023-12-20,10:26:00,Sandwich,Fast Food,5,150,750,Cash,Bhubaneswar,5
2076,2024-02-08,12:30:00,Coke,Beverage,1,50,50,Card,Cuttack,3
2077,2023-08-09,13:50:00,Salad,Healthy,1,100,100,Online,Bhubaneswar,2
2078,2024-08-15,11:14:00,Burger,Fast Food,4,350,1400,Cash,Cuttack,3
2079,2024-09-07,18:11:00,Fries,Fast Food,5,80,400,Card,Cuttack,5
2080,2020-07-21,13:09:00,Coke,Beverage,5,50,250,Card,Cuttack,3
2081,2021-04-16,12:02:00,Pasta,Italian,5,250,1250,Cash,Bhubaneswar,3
2082,2023-01-15,13:05:00,Icecream,Dessert,4,70,280,Online,Cuttack,4
2083,2022-09-14,11:40:00,Pasta,Italian,5,250,1250,Card,Cuttack,3
2084,2024-08-07,11:23:00,Burger,Fast Food,5,350,1750,Cash,Berhampur,3
2085,2024-01-21,19:14:00,Sandwich,Fast Food,5,150,750,Online,Cuttack,5
2086,2024-12-15,11:39:00,Icecream,Dessert,1,70,70,Card,Berhampur,4
2087,2022-02-02,19:02:00,Salad,Healthy,4,100,400,Card,Bhubaneswar,2
2088,2020-04-13,10:20:00,Coke,Beverage,5,50,250,Online,Bhubaneswar,2
2089,2024-04-28,17:36:00,Icecream,Dessert,2,70,140,Online,Berhampur,4
2090,2024-08-27,14:48:00,Coke,Beverage,4,50,200,Online,Berhampur,2
2091,2020-07-02,15:01:00,Fries,Fast Food,2,80,160,Online,Berhampur,4
2092,2020-08-21,16:59:00,Icecream,Dessert,1,70,70,Card,Cuttack,5
2093,2022-03-17,13:32:00,Pasta,Italian,3,250,750,Cash,Cuttack,1
2094,2022-02-20,13:54:00,Sandwich,Fast Food,4,150,600,Cash,Cuttack,5
2095,2024-02-10,13:58:00,Icecream,Dessert,2,70,140,Cash,Cuttack,3
2096,2024-11-17,17:47:00,Burger,Fast Food,1,350,350,Card,Bhubaneswar,4
2097,2020-10-09,10:12:00,Pizza,Fast Food,1,120,120,Online,Cuttack,5
2098,2021-08-10,17:02:00,Burger,Fast Food,2,350,700,Cash,Cuttack,2
2099,2023-11-11,19:22:00,Pizza,Fast Food,1,120,120,Cash,Bhubaneswar,2
2100,2020-02-10,14:30:00,Sandwich,Fast Food,1,150,150,Online,Bhubaneswar,1
2101,2021-11-24,13:41:00,Coke,Beverage,5,50,250,Card,Cuttack,2
2102,2022-11-03,13:39:00,Icecream,Dessert,5,70,350,Online,Cuttack,1
2103,2021-01-20,19:14:00,Pasta,Italian,4,250,1000,Online,Bhubaneswar,1
2104,2024-03-07,16:44:00,Sandwich,Fast Food,4,150,600,Cash,Cuttack,5
2105,2024-09-16,18:33:00,Coke,Beverage,5,50,250,Online,Cuttack,4
2106,2020-09-11,20:29:00,Pizza,Fast Food,1,120,120,Card,Cuttack,1
2107,2023-12-09,18:23:00,Coke,Beverage,4,50,200,Card,Cuttack,2
2108,2020-07-12,21:16:00,Salad,Healthy,3,100,300,Online,Berhampur,4
2109,2021-02-12,13:05:00,Fries,Fast Food,1,80,80,Card,Berhampur,5
2110,2024-09-08,12:42:00,Fries,Fast Food,3,80,240,Online,Bhubaneswar,1
2111,2022-09-01,16:41:00,Burger,Fast Food,5,350,1750,Card,Bhubaneswar,2
2112,2021-02-08,21:49:00,Salad,Healthy,5,100,500,Card,Berhampur,4
2113,2024-09-02,13:39:00,Sandwich,Fast Food,1,150,150,Online,Berhampur,5
2114,2022-06-09,20:03:00,Salad,Healthy,3,100,300,Card,Cuttack,3
2115,2023-10-14,10:23:00,Pizza,Fast Food,2,120,240,Online,Bhubaneswar,3
2116,2020-11-16,11:43:00,Pizza,Fast Food,2,120,240,Cash,Berhampur,1
2117,2021-10-30,18:48:00,Sandwich,Fast Food,5,150,750,Cash,Berhampur,3
2118,2021-01-22,13:55:00,Salad,Healthy,4,100,400,Card,Cuttack,4
2119,2024-07-11,22:54:00,Burger,Fast Food,3,350,1050,Card,Cuttack,1
2120,2023-08-12,17:06:00,Pizza,Fast Food,3,120,360,Card,Cuttack,1
2121,2024-11-07,10:32:00,Burger,Fast Food,4,350,1400,Card,Cuttack,3
2122,2020-02-27,16:29:00,Fries,Fast Food,5,80,400,Card,Cuttack,1
2123,2021-03-01,12:57:00,Coke,Beverage,2,50,100,Online,Bhubaneswar,4
2124,2020-11-01,21:57:00,Burger,Fast Food,3,350,1050,Card,Berhampur,4
2125,2024-10-17,20:33:00,Pasta,Italian,4,250,1000,Online,Cuttack,1
2126,2021-03-29,12:53:00,Burger,Fast Food,5,350,1750,Card,Berhampur,4
2127,2023-03-11,18:28:00,Pasta,Italian,2,250,500,Cash,Bhubaneswar,5
2128,2024-06-04,22:45:00,Icecream,Dessert,5,70,350,Card,Cuttack,3
2129,2020-07-08,21:41:00,Pizza,Fast Food,2,120,240,Online,Berhampur,3
2130,2021-01-17,14:00:00,Coke,Beverage,1,50,50,Online,Cuttack,5
2131,2023-11-22,10:03:00,Pasta,Italian,3,250,750,Cash,Bhubaneswar,2
2132,2022-09-03,18:53:00,Coke,Beverage,3,50,150,Card,Cuttack,2
2133,2023-03-11,16:50:00,Sandwich,Fast Food,3,150,450,Card,Bhubaneswar,5
2134,2020-11-15,14:26:00,Fries,Fast Food,3,80,240,Card,Berhampur,3
2135,2021-06-16,20:18:00,Pasta,Italian,3,250,750,Card,Bhubaneswar,2
2136,2024-10-07,18:21:00,Icecream,Dessert,5,70,350,Cash,Berhampur,1
2137,2021-12-03,20:25:00,Pizza,Fast Food,5,120,600,Card,Berhampur,3
2138,2020-02-24,19:45:00,Fries,Fast Food,2,80,160,Online,Berhampur,2
2139,2024-04-06,21:06:00,Coke,Beverage,1,50,50,Card,Berhampur,2
2140,2024-04-23,19:41:00,Pizza,Fast Food,1,120,120,Online,Bhubaneswar,2
2141,2023-07-19,16:59:00,Salad,Healthy,4,100,400,Cash,Bhubaneswar,3
2142,2020-09-07,22:07:00,Pizza,Fast Food,2,120,240,Cash,Bhubaneswar,4
2143,2021-09-06,15:34:00,Burger,Fast Food,4,350,1400,Card,Berhampur,3
2144,2021-04-19,15:12:00,Pizza,Fast Food,1,120,120,Online,Cuttack,4
2145,2024-09-15,21:47:00,Salad,Healthy,5,100,500,Card,Bhubaneswar,4
2146,2023-07-03,11:28:00,Icecream,Dessert,4,70,280,Card,Bhubaneswar,2
2147,2021-08-26,18:03:00,Pasta,Italian,1,250,250,Online,Cuttack,5
2148,2021-11-16,20:37:00,Sandwich,Fast Food,2,150,300,Cash,Bhubaneswar,1
2149,2023-04-27,18:33:00,Salad,Healthy,4,100,400,Online,Bhubaneswar,5
2150,2020-05-18,21:23:00,Burger,Fast Food,3,350,1050,Card,Cuttack,1
2151,2024-07-15,10:02:00,Pizza,Fast Food,2,120,240,Cash,Berhampur,5
2152,2021-05-24,21:27:00,Fries,Fast Food,4,80,320,Card,Bhubaneswar,4
2153,2023-03-22,11:48:00,Pizza,Fast Food,4,120,480,Card,Cuttack,2
2154,2020-03-11,21:36:00,Burger,Fast Food,1,350,350,Online,Cuttack,2
2155,2021-06-03,20:59:00,Icecream,Dessert,3,70,210,Online,Bhubaneswar,1
2156,2020-08-10,11:03:00,Coke,Beverage,2,50,100,Online,Berhampur,3
2157,2021-06-25,20:04:00,Burger,Fast Food,5,350,1750,Cash,Cuttack,5
2158,2021-04-19,20:46:00,Coke,Beverage,1,50,50,Cash,Bhubaneswar,5
2159,2022-04-23,16:43:00,Salad,Healthy,5,100,500,Online,Berhampur,2
2160,2021-08-12,13:26:00,Coke,Beverage,5,50,250,Card,Cuttack,4
2161,2023-01-23,11:19:00,Burger,Fast Food,1,350,350,Online,Cuttack,3
2162,2024-05-19,17:05:00,Pasta,Italian,4,250,1000,Card,Cuttack,3
2163,2021-01-02,17:16:00,Pizza,Fast Food,4,120,480,Card,Berhampur,3
2164,2024-11-01,18:46:00,Fries,Fast Food,4,80,320,Online,Berhampur,1
2165,2022-03-09,17:59:00,Icecream,Dessert,3,70,210,Online,Berhampur,1
2166,2023-04-17,16:39:00,Pizza,Fast Food,1,120,120,Online,Berhampur,5
2167,2024-01-07,16:07:00,Salad,Healthy,5,100,500,Online,Berhampur,3
2168,2021-02-18,21:59:00,Icecream,Dessert,5,70,350,Card,Bhubaneswar,2
2169,2021-02-16,16:14:00,Burger,Fast Food,2,350,700,Online,Cuttack,1
2170,2023-10-13,10:47:00,Pizza,Fast Food,2,120,240,Cash,Cuttack,2
2171,2021-03-09,20:33:00,Fries,Fast Food,2,80,160,Card,Bhubaneswar,3
2172,2021-10-05,21:03:00,Salad,Healthy,4,100,400,Card,Bhubaneswar,5
2173,2023-11-25,16:47:00,Coke,Beverage,3,50,150,Online,Bhubaneswar,1
2174,2024-04-18,13:46:00,Coke,Beverage,3,50,150,Card,Bhubaneswar,3
2175,2023-08-20,12:16:00,Sandwich,Fast Food,2,150,300,Online,Berhampur,4
2176,2021-03-28,11:55:00,Pasta,Italian,4,250,1000,Card,Bhubaneswar,2
2177,2023-03-06,18:09:00,Icecream,Dessert,5,70,350,Online,Cuttack,2
2178,2024-05-24,16:08:00,Fries,Fast Food,1,80,80,Cash,Bhubaneswar,1
2179,2022-06-12,14:29:00,Pasta,Italian,1,250,250,Card,Bhubaneswar,2
2180,2022-12-27,22:42:00,Coke,Beverage,1,50,50,Online,Bhubaneswar,3
2181,2023-07-17,18:14:00,Pasta,Italian,4,250,1000,Card,Berhampur,5
2182,2024-07-18,12:25:00,Fries,Fast Food,2,80,160,Card,Bhubaneswar,1
2183,2022-06-02,11:55:00,Sandwich,Fast Food,5,150,750,Online,Bhubaneswar,2
2184,2020-10-21,16:51:00,Icecream,Dessert,2,70,140,Online,Berhampur,5
2185,2023-11-26,11:13:00,Pasta,Italian,2,250,500,Cash,Berhampur,4
2186,2023-12-25,12:48:00,Burger,Fast Food,2,350,700,Card,Bhubaneswar,5
2187,2023-10-12,20:23:00,Sandwich,Fast Food,2,150,300,Card,Cuttack,5
2188,2022-11-17,21:11:00,Salad,Healthy,1,100,100,Card,Berhampur,1
2189,2024-03-24,21:17:00,Pasta,Italian,4,250,1000,Cash,Berhampur,4
2190,2020-03-17,20:28:00,Pizza,Fast Food,3,120,360,Online,Bhubaneswar,3
2191,2023-06-02,18:29:00,Icecream,Dessert,4,70,280,Cash,Bhubaneswar,5
2192,2024-01-30,19:47:00,Coke,Beverage,1,50,50,Online,Bhubaneswar,3
2193,2024-12-27,10:23:00,Salad,Healthy,1,100,100,Card,Cuttack,1
2194,2021-10-09,17:20:00,Sandwich,Fast Food,5,150,750,Online,Bhubaneswar,1
2195,2021-05-11,13:20:00,Pasta,Italian,5,250,1250,Cash,Berhampur,3
2196,2024-09-23,13:39:00,Pasta,Italian,1,250,250,Card,Berhampur,4
2197,2024-06-30,10:54:00,Salad,Healthy,3,100,300,Cash,Bhubaneswar,1
2198,2020-02-24,16:17:00,Salad,Healthy,3,100,300,Cash,Bhubaneswar,1
2199,2023-04-16,10:26:00,Burger,Fast Food,5,350,1750,Card,Bhubaneswar,3
2200,2021-02-10,11:53:00,Fries,Fast Food,4,80,320,Online,Berhampur,4
2201,2023-08-12,20:08:00,Pizza,Fast Food,3,120,360,Card,Cuttack,3
2202,2022-08-22,20:42:00,Salad,Healthy,4,100,400,Cash,Bhubaneswar,3
2203,2024-03-03,10:49:00,Burger,Fast Food,4,350,1400,Cash,Berhampur,4
2204,2023-01-23,19:45:00,Pizza,Fast Food,1,120,120,Cash,Bhubaneswar,2
2205,2024-03-01,21:47:00,Sandwich,Fast Food,1,150,150,Cash,Cuttack,3
2206,2024-01-09,10:00:00,Sandwich,Fast Food,2,150,300,Cash,Berhampur,3
2207,2022-05-10,12:07:00,Sandwich,Fast Food,1,150,150,Cash,Berhampur,1
2208,2021-02-27,20:25:00,Icecream,Dessert,3,70,210,Online,Cuttack,5
2209,2022-03-02,19:07:00,Fries,Fast Food,3,80,240,Card,Cuttack,1
2210,2023-10-06,13:20:00,Fries,Fast Food,2,80,160,Online,Cuttack,4
2211,2023-10-21,20:01:00,Burger,Fast Food,5,350,1750,Online,Bhubaneswar,1
2212,2022-10-22,14:20:00,Pasta,Italian,5,250,1250,Card,Bhubaneswar,5
2213,2024-09-02,16:42:00,Pasta,Italian,4,250,1000,Cash,Berhampur,3
2214,2020-10-29,15:29:00,Fries,Fast Food,5,80,400,Card,Bhubaneswar,2
2215,2021-11-03,20:27:00,Pasta,Italian,2,250,500,Cash,Berhampur,3
2216,2021-08-25,14:01:00,Salad,Healthy,1,100,100,Cash,Cuttack,3
2217,2022-03-29,19:37:00,Pizza,Fast Food,2,120,240,Cash,Cuttack,4
2218,2023-10-23,22:23:00,Coke,Beverage,3,50,150,Online,Bhubaneswar,3
2219,2021-04-28,19:11:00,Sandwich,Fast Food,4,150,600,Card,Cuttack,1
2220,2023-01-18,13:46:00,Pasta,Italian,3,250,750,Card,Cuttack,5
2221,2021-02-26,16:04:00,Burger,Fast Food,4,350,1400,Cash,Bhubaneswar,2
2222,2021-10-08,13:26:00,Coke,Beverage,5,50,250,Card,Bhubaneswar,3
2223,2022-11-25,22:38:00,Burger,Fast Food,1,350,350,Online,Cuttack,2
2224,2020-09-04,12:57:00,Salad,Healthy,3,100,300,Card,Cuttack,3
2225,2020-07-04,20:35:00,Sandwich,Fast Food,1,150,150,Cash,Berhampur,1
2226,2023-02-16,12:35:00,Salad,Healthy,5,100,500,Cash,Bhubaneswar,3
2227,2023-05-20,16:30:00,Fries,Fast Food,3,80,240,Card,Cuttack,2
2228,2021-05-22,16:47:00,Icecream,Dessert,1,70,70,Cash,Bhubaneswar,3
2229,2020-04-11,12:27:00,Pizza,Fast Food,3,120,360,Online,Cuttack,4
2230,2021-05-21,14:03:00,Pizza,Fast Food,2,120,240,Card,Cuttack,2
2231,2022-05-20,11:34:00,Sandwich,Fast Food,3,150,450,Online,Bhubaneswar,2
